Offset,PID,Handle,Access,Type,Details,
0x8218fda0,616,0x154,0x1f03ff,Thread,TID 772 PID 696,
0x82195020,616,0x158,0x1f03ff,Thread,TID 776 PID 696,
0x81f86020,616,0x15c,0x1f03ff,Thread,TID 780 PID 696,
0x82535300,616,0x164,0x1f03ff,Thread,TID 1124 PID 696,
0x81f92020,616,0x168,0x1f03ff,Thread,TID 792 PID 696,
0x8219e020,616,0x16c,0x1f03ff,Thread,TID 796 PID 696,
0x82229558,616,0x170,0x1f03ff,Thread,TID 1948 PID 948,
0x821a6020,616,0x174,0x1f03ff,Thread,TID 804 PID 696,
0x821e8da0,616,0x178,0x1f03ff,Thread,TID 888 PID 1556,
0x82219020,616,0x17c,0x1f03ff,Thread,TID 828 PID 684,
0x8221c020,616,0x180,0x1f03ff,Thread,TID 824 PID 684,
0x81f83da0,616,0x188,0x1f03ff,Thread,TID 840 PID 684,
0x82198020,616,0x18c,0x1f03ff,Thread,TID 844 PID 696,
0x82222da0,616,0x190,0x1f03ff,Thread,TID 1320 PID 1040,
0x8217e020,616,0x194,0x1f0fff,Process,vmacthlp.exe(852),
0x81f8c020,616,0x198,0x1f03ff,Thread,TID 856 PID 852,
0xe1c62758,616,0x19c,0x1f0001,Port,,
0x821aa020,616,0x1a0,0x1f0fff,Process,svchost.exe(868),
0x821a9020,616,0x1a4,0x1f03ff,Thread,TID 872 PID 868,
0xe1c60430,616,0x1ac,0x1f0001,Port,,
0x821a8020,616,0x1b0,0x1f03ff,Thread,TID 880 PID 684,
0x82191260,616,0x1b4,0x1f03ff,Thread,TID 940 PID 640,
0x81f87c28,616,0x1b8,0x1f03ff,Thread,TID 904 PID 868,
0x81f86998,616,0x1c0,0x1f03ff,Thread,TID 912 PID 868,
0x82194240,616,0x1c4,0x1f03ff,Thread,TID 916 PID 868,
0x82502da0,616,0x1c8,0x1f03ff,Thread,TID 924 PID 640,
0x82334118,616,0x1cc,0x1f03ff,Thread,TID 928 PID 640,
0x821929a8,616,0x1d0,0x1f03ff,Thread,TID 932 PID 640,
0x8206d5a8,616,0x1d4,0x1f03ff,Thread,TID 1476 PID 1040,
0x82191ab0,616,0x1d8,0x1f0fff,Process,svchost.exe(948),
0x82488da0,616,0x1dc,0x1f03ff,Thread,TID 952 PID 948,
0xe197f6d0,616,0x1e0,0x1f0001,Port,,
0x821a7020,616,0x1e4,0x1f03ff,Thread,TID 960 PID 948,
0x823d5170,616,0x1e8,0x1f03ff,Thread,TID 956 PID 948,
0x82225020,616,0x1ec,0x1f03ff,Thread,TID 964 PID 948,
0x821a4020,616,0x1f0,0x1f03ff,Thread,TID 968 PID 948,
0x81f7e020,616,0x1f4,0x1f03ff,Thread,TID 972 PID 948,
0x821eada0,616,0x1f8,0x1f03ff,Thread,TID 1516 PID 868,
0x82195980,616,0x1fc,0x1f03ff,Thread,TID 980 PID 948,
0x81fca308,616,0x200,0x1f0fff,Process,svchost.exe(1040),
0x82081288,616,0x204,0x1f03ff,Thread,TID 1044 PID 1040,
0x82531bb8,616,0x208,0x1f03ff,Thread,TID 1048 PID 868,
0xe1c90468,616,0x20c,0x1f0001,Port,,
0x82515a50,616,0x210,0x1f03ff,Thread,TID 1056 PID 1040,
0x824880c0,616,0x214,0x1f03ff,Thread,TID 1052 PID 1040,
0x82513750,616,0x218,0x1f03ff,Thread,TID 1060 PID 1040,
0x81f865d0,616,0x21c,0x1f0fff,Process,svchost.exe(1100),
0xe1c96d18,616,0x220,0x1f0001,Port,,
0x81f85af0,616,0x228,0x1f03ff,Thread,TID 1088 PID 1040,
0x82194af0,616,0x22c,0x1f03ff,Thread,TID 1104 PID 1100,
0x81f87860,616,0x230,0x1f03ff,Thread,TID 1108 PID 684,
0x8218f5d0,616,0x234,0x1f03ff,Thread,TID 1112 PID 684,
0x821997e8,616,0x238,0x1f03ff,Thread,TID 1132 PID 1040,
0x81fd8020,616,0x23c,0x1f03ff,Thread,TID 1128 PID 1040,
0x81f92998,616,0x240,0x1f03ff,Thread,TID 1436 PID 1040,
0x81f8ac10,616,0x244,0x1f03ff,Thread,TID 1168 PID 1040,
0x81f88230,616,0x248,0x1f0fff,Process,svchost.exe(1180),
0x81f88658,616,0x24c,0x1f03ff,Thread,TID 1184 PID 1180,
0x821fc130,616,0x250,0x1f03ff,Thread,TID 1188 PID 1100,
0x81f8c998,616,0x254,0x1f03ff,Thread,TID 1192 PID 1100,
0xe1caec78,616,0x258,0x1f0001,Port,,
0x81f88a90,616,0x25c,0x1f03ff,Thread,TID 1200 PID 1100,
0x81f8fda0,616,0x260,0x1f03ff,Thread,TID 1216 PID 1180,
0x82222650,616,0x264,0x1f03ff,Thread,TID 1844 PID 684,
0x82192020,616,0x26c,0x1f03ff,Thread,TID 808 PID 1724,
0x82320da0,616,0x270,0x1f03ff,Thread,TID 1448 PID 1556,
0x82227da0,616,0x274,0x1f03ff,Thread,TID 1892 PID 640,
0x82197228,616,0x278,0x1f03ff,Thread,TID 1248 PID 1040,
0x821b1650,616,0x27c,0x1f03ff,Thread,TID 348 PID 640,
0x8206da20,616,0x280,0x1f03ff,Thread,TID 300 PID 1780,
0x81f8f558,616,0x284,0x1f03ff,Thread,TID 1260 PID 640,
0x81f8f980,616,0x288,0x1f03ff,Thread,TID 1264 PID 640,
0x82226da0,616,0x28c,0x1f03ff,Thread,TID 1896 PID 640,
0x81f94a80,616,0x290,0x1f03ff,Thread,TID 1420 PID 1040,
0x81ebeda0,616,0x294,0x1f03ff,Thread,TID 1372 PID 1040,
0x8219a650,616,0x298,0x1f03ff,Thread,TID 1284 PID 1180,
0x821a7da0,616,0x2a0,0x1f03ff,Thread,TID 1828 PID 1724,
0x82224da0,616,0x2a8,0x1f03ff,Thread,TID 1836 PID 868,
0x824293b8,616,0x2ac,0x1f03ff,Thread,TID 1304 PID 696,
0x8219d668,616,0x2b0,0x1f03ff,Thread,TID 1308 PID 1040,
0x8219da90,616,0x2b4,0x1f03ff,Thread,TID 1312 PID 1040,
0x82320928,616,0x2b8,0x1f03ff,Thread,TID 308 PID 1556,
0x81f82af8,616,0x2bc,0x1f03ff,Thread,TID 1360 PID 640,
0xe1c89d00,616,0x2c0,0x20019,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\CON,
0xe19bf858,616,0x2c4,0x20006,Key,USER\S-1-5-21-606747145-152049171-1177238915-500\CON,TROL PANEL\INTERNATIONAL
0x82325c08,616,0x2c8,0x1f03ff,Thread,TID 452 PID 696,TROL PANEL\INTERNATIONAL
0x821a0660,616,0x2cc,0x1f03ff,Thread,TID 1424 PID 1040,
0x821b53c0,616,0x2d8,0x1f0fff,Process,svchost.exe(140),
0x8219fc28,616,0x2dc,0x1f03ff,Thread,TID 1432 PID 1040,
0x81f89570,616,0x2e0,0x1f03ff,Thread,TID 1440 PID 1040,
0x82195570,616,0x2e4,0x1f03ff,Thread,TID 1444 PID 1040,
0x8218c020,616,0x2e8,0x1f03ff,Thread,TID 592 PID 1040,
0x823e51a8,616,0x2f0,0x1f03ff,Thread,TID 1616 PID 1668,
0x82397230,616,0x2f4,0x1f03ff,Thread,TID 492 PID 1040,
0x823224b0,616,0x2f8,0x1f03ff,Thread,TID 1032 PID 1556,
0x81f80a00,616,0x2fc,0x1f03ff,Thread,TID 1076 PID 1180,
0x82535d50,616,0x300,0x1f03ff,Thread,TID 1920 PID 1708,
0xe1f866a0,616,0x304,0xf0007,Section,,
0x82389950,616,0x308,0x1f03ff,Thread,TID 500 PID 640,
0x824c96e0,616,0x30c,0x1f03ff,Thread,TID 800 PID 1708,
0x8206a390,616,0x310,0x1f03ff,Thread,TID 1732 PID 1556,
0x823e31a8,616,0x314,0x1f03ff,Thread,TID 264 PID 640,
0x81f8b228,616,0x318,0x1f0fff,Process,explorer.exe(1524),
0x81f962c8,616,0x31c,0x1f03ff,Thread,TID 1528 PID 1524,
0xe1ecc6e0,616,0x320,0x1f0001,Port,,
0x821a4da0,616,0x328,0x1f03ff,Thread,TID 1532 PID 1040,
0x81f96c30,616,0x32c,0x1f03ff,Thread,TID 1540 PID 1040,
0x81f7e458,616,0x330,0x1f03ff,Thread,TID 1544 PID 1524,
0x82186978,616,0x334,0x1f03ff,Thread,TID 1548 PID 1040,
0x82184458,616,0x338,0x1f03ff,Thread,TID 1552 PID 1040,
0x81f76b10,616,0x33c,0x1f0fff,Process,spoolsv.exe(1556),
0x81f77978,616,0x340,0x1f03ff,Thread,TID 1560 PID 1556,
0xe1970d00,616,0x344,0x1f0001,Port,,
0x821a5da0,616,0x348,0x1f03ff,Thread,TID 1564 PID 1040,
0x821a5988,616,0x34c,0x1f03ff,Thread,TID 1572 PID 1040,
0x821a5560,616,0x350,0x1f03ff,Thread,TID 1568 PID 1040,
0x81f98c18,616,0x354,0x1f03ff,Thread,TID 1576 PID 1524,
0x823f36b8,616,0x358,0x1f03ff,Thread,TID 2008 PID 1040,
0x821a49a0,616,0x35c,0x1f03ff,Thread,TID 1584 PID 1524,
0x8221d670,616,0x360,0x1f03ff,Thread,TID 1588 PID 1524,
0x81f973e0,616,0x364,0x1f03ff,Thread,TID 1592 PID 1524,
0x81f97808,616,0x368,0x1f03ff,Thread,TID 1596 PID 1524,
0x81f97c30,616,0x36c,0x1f03ff,Thread,TID 1600 PID 1556,
0x8221e670,616,0x374,0x1f03ff,Thread,TID 1608 PID 1556,
0x8221ea98,616,0x378,0x1f03ff,Thread,TID 1612 PID 1556,
0x823e3620,616,0x380,0x1f03ff,Thread,TID 424 PID 1100,
0x821856e8,616,0x384,0x1f03ff,Thread,TID 1624 PID 1556,
0x8217f6e8,616,0x388,0x1f03ff,Thread,TID 1676 PID 1524,
0xe211d6c8,616,0x390,0x1f0001,Port,,
0x81f72ca8,616,0x394,0x1f03ff,Thread,TID 1640 PID 1040,
0x8218e260,616,0x39c,0x100003,Event,,
0x81f8d968,616,0x3a0,0x1f0003,Event,,
0x8221c2c0,616,0x3a4,0x1f0003,Event,,
0x8250c748,616,0x3a8,0x1f0003,Event,,
0x82395718,616,0x3b0,0x1f0003,Event,,
0x81f79a90,616,0x3b4,0x21f0003,Event,,
0x821abc30,616,0x3bc,0x1f03ff,Thread,TID 1792 PID 1696,
0x8217a978,616,0x3c4,0x1f0fff,Process,rundll32.exe(1696),
0x8217a550,616,0x3c8,0x1f03ff,Thread,TID 1700 PID 1696,
0x823204b0,616,0x3cc,0x1f03ff,Thread,TID 268 PID 616,
0x821a8558,616,0x3d0,0x1f0fff,Process,vmtoolsd.exe(1708),
0x821a8980,616,0x3d4,0x1f03ff,Thread,TID 1712 PID 1708,
0x82221228,616,0x3d8,0x1f0fff,Process,ctfmon.exe(1716),
0x82221650,616,0x3dc,0x1f03ff,Thread,TID 1720 PID 1716,
0x82221a78,616,0x3e0,0x1f0fff,Process,msmsgs.exe(1724),
0x81f9b3c0,616,0x3e4,0x1f03ff,Thread,TID 1728 PID 1724,
0x82223a78,616,0x3e8,0x1f03ff,Thread,TID 1776 PID 1696,
0xe214e020,616,0x3ec,0x1f0001,Port,,
0xe1dbe3a0,616,0x3f0,0x1f0001,Port,,
0xe1976b68,616,0x3f4,0x1f0001,Port,,
0xe1975528,616,0x3f8,0x1f0001,Port,,
0x81f75ca8,616,0x3fc,0x1f03ff,Thread,TID 1796 PID 1696,
0x82225da0,616,0x400,0x1f03ff,Thread,TID 1848 PID 1040,
0x821a8da0,616,0x408,0x1f03ff,Thread,TID 2036 PID 1040,
0x82228da0,616,0x40c,0x1f03ff,Thread,TID 1916 PID 868,
0x81fa2228,616,0x410,0x1f03ff,Thread,TID 1924 PID 948,
0x81fa2650,616,0x414,0x1f03ff,Thread,TID 1928 PID 1724,
0x82229980,616,0x418,0x1f03ff,Thread,TID 1952 PID 1524,
0x82227558,616,0x420,0x1f03ff,Thread,TID 164 PID 140,
0x821afc10,616,0x424,0x1f03ff,Thread,TID 192 PID 140,
0x821b1a78,616,0x428,0x1f03ff,Thread,TID 208 PID 1040,
0x821ae7e8,616,0x42c,0x1f03ff,Thread,TID 1980 PID 1040,
0x81fa1650,616,0x430,0x1f03ff,Thread,TID 196 PID 140,
0x821a9980,616,0x434,0x1f03ff,Thread,TID 200 PID 140,
0x8219e558,616,0x438,0x1f03ff,Thread,TID 2012 PID 1524,
0x8222cda0,616,0x440,0x1f03ff,Thread,TID 2016 PID 1524,
0x81f9e650,616,0x444,0x1f03ff,Thread,TID 188 PID 212,
0x82227980,616,0x448,0x1f0fff,Process,svchost.exe(212),
0xe1ef8b60,616,0x44c,0x1f0001,Port,,
0x81f9c3c8,616,0x458,0x1f03ff,Thread,TID 220 PID 212,
0x81f8e230,616,0x45c,0x1f03ff,Thread,TID 228 PID 1040,
0x823f0c08,616,0x460,0x1f03ff,Thread,TID 1748 PID 868,
0x81fa8a98,616,0x464,0x1f03ff,Thread,TID 224 PID 212,
0x821b6808,616,0x468,0x1f03ff,Thread,TID 252 PID 1040,
0x82438208,616,0x474,0x1f03ff,Thread,TID 1228 PID 868,
0x82532470,616,0x478,0x1f03ff,Thread,TID 1292 PID 868,
0x82436020,616,0x47c,0x1f03ff,Thread,TID 332 PID 1040,
0x823d44c0,616,0x480,0x1f03ff,Thread,TID 1236 PID 868,
0x821fab20,616,0x484,0x1f03ff,Thread,TID 336 PID 1040,
0x823fd7a0,616,0x488,0x1f03ff,Thread,TID 392 PID 696,
0x824b7020,616,0x48c,0x1f03ff,Thread,TID 1604 PID 1040,
0x82504598,616,0x490,0x1f03ff,Thread,TID 1772 PID 1180,
0x8222e558,616,0x494,0x1f03ff,Thread,TID 420 PID 1180,
0x82076da0,616,0x498,0x1f03ff,Thread,TID 1736 PID 1040,
0x81fa1230,616,0x49c,0x1f03ff,Thread,TID 436 PID 1040,
0x823e9620,616,0x4a0,0x1f03ff,Thread,TID 908 PID 868,
0x82230da0,616,0x4a4,0x1f03ff,Thread,TID 988 PID 212,
0x82328da0,616,0x4a8,0x1f03ff,Thread,TID 1148 PID 1724,
0x8210fda0,616,0x4ac,0x1f03ff,Thread,TID 476 PID 684,
0x81f967e8,616,0x4b0,0x1f03ff,Thread,TID 820 PID 1040,
0x823a89c0,616,0x4b4,0x1f03ff,Thread,TID 1296 PID 868,
0x81f8ba80,616,0x4b8,0x1f0fff,Process,vmtoolsd.exe(380),
0x821c6020,616,0x4bc,0x1f03ff,Thread,TID 276 PID 380,
0x82497020,616,0x4c0,0x1f03ff,Thread,TID 540 PID 640,
0x821b47e8,616,0x4c4,0x1f03ff,Thread,TID 344 PID 640,
0x82192da0,616,0x4c8,0x1f03ff,Thread,TID 612 PID 1040,
0x821967e8,616,0x4cc,0x1f03ff,Thread,TID 608 PID 640,
0xe1f415b8,616,0x4d0,0x1f0001,Port,,
0x81f9b240,616,0x4d8,0x100003,Event,,
0x81f84300,616,0x4dc,0x1f03ff,Thread,TID 660 PID 604,
0x81f7e988,616,0x4e0,0x1f03ff,Thread,TID 816 PID 696,
0x823a4330,616,0x4e4,0x1f03ff,Thread,TID 700 PID 696,
0x821ca020,616,0x4e8,0x1f03ff,Thread,TID 136 PID 696,
0x823d1be0,616,0x4f0,0x1f03ff,Thread,TID 1452 PID 1180,
0x82197528,616,0x4f8,0x1f03ff,Thread,TID 900 PID 1040,
0x823aac08,616,0x4fc,0x1f03ff,Thread,TID 996 PID 380,
0x821b9da0,616,0x500,0x1f03ff,Thread,TID 992 PID 212,
0x823aa7e8,616,0x504,0x1f03ff,Thread,TID 1004 PID 1040,
0xe21eb160,616,0x508,0x1f0001,Port,,
0x821c9020,616,0x50c,0x1f03ff,Thread,TID 1008 PID 1040,
0xe1f22168,616,0x510,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE,
0xe2145b68,616,0x514,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTE,
0xe1eefea8,616,0x518,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GR,RNATE SORTS
0xe1f49070,616,0x51c,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\CODEPAGE,OUPS
0x82182020,616,0x520,0x1f03ff,Thread,TID 1012 PID 1040,
0x81f84580,616,0x524,0x1f0fff,Process,wscntfy.exe(604),
0x820742e0,616,0x528,0x1f03ff,Thread,TID 1020 PID 1040,
0x820747e8,616,0x52c,0x1f03ff,Thread,TID 1024 PID 380,
0x821822c0,616,0x530,0x1f03ff,Thread,TID 1028 PID 380,
0x81fa3da0,616,0x53c,0x1f03ff,Thread,TID 1064 PID 380,
0x821ea500,616,0x540,0x1f03ff,Thread,TID 1000 PID 948,
0x8217f2c0,616,0x544,0x1f03ff,Thread,TID 1084 PID 1040,
0x81f702c0,616,0x548,0x1f03ff,Thread,TID 1072 PID 380,
0x82210328,616,0x54c,0x1f0fff,Process,win32dd.exe(1668),
0x82194810,616,0x550,0x1f03ff,Thread,TID 1280 PID 1040,
0x8239a020,616,0x554,0x1f03ff,Thread,TID 1136 PID 1040,
0x824f48b0,616,0x55c,0x1f03ff,Thread,TID 384 PID 1556,
0x8238d038,616,0x560,0xf037f,WindowStation,WinSta0,
0x8243d3a0,616,0x564,0xf01ff,Desktop,Default,
0x82483608,616,0x568,0x120089,File,\Device\HarddiskVolume1\WINDOWS\system32\ega.cpi,
0x821eb318,616,0x56c,0x1f0fff,Process,cmd.exe(1780),
0x823894d8,616,0x574,0x1f03ff,Thread,TID 1408 PID 1556,
0x8243d3a0,616,0x57c,0xf01ff,Desktop,Default,
0x8206da20,616,0x580,0x1f03ff,Thread,TID 300 PID 1780,
0x82272b48,616,0x588,0x1f03ff,Thread,TID 1212 PID 868,
0x8241a020,616,0x58c,0x1f03ff,Thread,TID 1164 PID 1040,
0x823257e0,616,0x594,0x1f03ff,Thread,TID 1472 PID 1724,
0xe221fbb8,616,0x598,0x1f0001,Port,,
0x82324a48,616,0x59c,0x1f03ff,Thread,TID 1428 PID 1040,
0x821f7970,616,0x5a0,0x1f03ff,Thread,TID 232 PID 1040,
0x821f2688,616,0x5a4,0x1f03ff,Thread,TID 1272 PID 1040,
0x82436da0,616,0x5a8,0x1f03ff,Thread,TID 1380 PID 1040,
0x824841b8,616,0x5ac,0x1f03ff,Thread,TID 484 PID 1556,
0x8250f4a0,616,0x5b4,0x1f03ff,Thread,TID 1340 PID 684,
0x82199020,616,0x5b8,0x1f03ff,Thread,TID 1316 PID 1040,
0x81f81020,616,0x5bc,0x1f03ff,Thread,TID 1364 PID 684,
0x82322da0,616,0x5c0,0x1f03ff,Thread,TID 1204 PID 380,
0x8248bb78,616,0x5c8,0x1f03ff,Thread,TID 1412 PID 1040,
0x821cf918,616,0x5d0,0x1f03ff,Thread,TID 1368 PID 1040,
0x8247f020,616,0x5d4,0x1f03ff,Thread,TID 1220 PID 1040,
0x82535828,616,0x5dc,0x1f03ff,Thread,TID 1656 PID 1040,
0x823d2658,616,0x5f0,0x1f03ff,Thread,TID 1784 PID 868,
0x81f75020,616,0x5f4,0x1f03ff,Thread,TID 1800 PID 1040,
0x823a7730,616,0x5f8,0x1f03ff,Thread,TID 1812 PID 1180,
0x823a84e8,616,0x5fc,0x1f03ff,Thread,TID 1328 PID 1180,
0x823aa308,616,0x600,0x1f03ff,Thread,TID 1852 PID 868,
0xe1cbab08,616,0x604,0x1f0001,Port,,
0x82183f90,616,0x60c,0x12019f,File,\Device\Termdd,
0x81f9e1a8,616,0x610,0x12019f,File,\Device\Termdd,
0x824c4680,616,0x614,0x12019f,File,\Device\Termdd,
0x81fa6778,616,0x618,0x12019f,File,\Device\Termdd,
0x824832d0,616,0x61c,0x12019f,File,\Device\Termdd,
0x82225708,616,0x620,0x12019f,File,\Device\Termdd,
0x824cb8b8,616,0x624,0x21f0003,Event,,
0x8250bab8,616,0x628,0x1f03ff,Thread,TID 1872 PID 616,
0x81f9d2a8,616,0x634,0x1f03ff,Thread,TID 2024 PID 1180,
0x8248cda0,616,0x638,0x1f03ff,Thread,TID 2028 PID 1180,
0x8241d970,616,0x648,0x1f0fff,Process,alg.exe(168),
0x823a7258,616,0x64c,0x1f03ff,Thread,TID 216 PID 168,
0xe22098c0,616,0x650,0x1f0001,Port,,
0x823d2b60,616,0x654,0x1f03ff,Thread,TID 256 PID 168,
0x823a98c8,616,0x658,0x1f03ff,Thread,TID 240 PID 168,
0x82393980,616,0x660,0x1f03ff,Thread,TID 284 PID 1040,
0x8232da78,616,0x664,0x1f03ff,Thread,TID 236 PID 168,
0xe17da3d8,616,0x668,0x1f0001,Port,,
0x820754f8,616,0x66c,0x1f03ff,Thread,TID 400 PID 168,
0x820759d0,616,0x670,0x1f03ff,Thread,TID 396 PID 168,
0x8225f678,616,0x674,0x1f03ff,Thread,TID 416 PID 1180,
0x82533da0,616,0x678,0x1f03ff,Thread,TID 480 PID 1556,
0x821e7be0,616,0x67c,0x1f03ff,Thread,TID 1480 PID 696,
0x824846e0,616,0x680,0x1f03ff,Thread,TID 244 PID 1040,
0x820763f0,616,0x684,0x1f03ff,Thread,TID 536 PID 1524,
0xe10096c0,640,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,640,0x8,0x3,Directory,KnownDlls,
0x821b9928,640,0xc,0x1f0001,Mutant,,
0x823d50e8,640,0x10,0x100003,Semaphore,,
0xe18f8940,640,0x14,0xf000f,Directory,Windows,
0xe1639a88,640,0x18,0x21f0001,Port,,
0x82536258,640,0x1c,0x100003,Semaphore,,
0xe1921ba0,640,0x20,0x20f003f,Key,MACHINE,
0xe16333f0,640,0x24,0x2000f,Directory,BaseNamedObjects,
0x824c6a60,640,0x28,0x21f0003,Event,,
0x82429198,640,0x2c,0x1f0003,Event,crypt32LogoffEvent,
0x8220d748,640,0x30,0x1f0003,Event,userenv:  User Profile setup event,
0x824a23a0,640,0x34,0x1f0001,Mutant,userenv: machine policy mutex,
0x8208b858,640,0x38,0x1f0001,Mutant,userenv: Machine Registry policy mutex,
0x825107a0,640,0x3c,0x1f0003,Event,userenv: Machine Group Policy has been applied,
0x81fd51c0,640,0x40,0x1f0003,Event,userenv: Machine Group Policy ForcedRefresh Needs Fo,
0x821c8b30,640,0x44,0x1f0003,Event,userenv: Machine Group Policy Processing is done,reground Processing
0x821fdc98,640,0x48,0x1f0003,Event,userenv: Machine Policy Foreground Done Event,
0x8208b638,640,0x4c,0x1f0001,Mutant,userenv: user policy mutex,
0x82346bb0,640,0x50,0x1f0001,Mutant,userenv: User Registry policy mutex,
0x8250f7d0,640,0x54,0x1f0003,Event,userenv: User Group Policy has been applied,
0x8239d968,640,0x58,0x1f0003,Event,userenv: User Group Policy ForcedRefresh Needs Foreg,
0x823f9180,640,0x5c,0x1f0003,Event,userenv: User Group Policy Processing is done,round Processing
0x82503af0,640,0x60,0x1f0003,Event,userenv: User Policy Foreground Done Event,
0x8233d890,640,0x64,0x1f0003,Event,,
0x8250e900,640,0x68,0x1f0001,Mutant,,
0x824c6c60,640,0x6c,0x1f0003,Event,,
0x821f4bd8,640,0x70,0x1f0001,Mutant,,
0x8234b250,640,0x74,0x1f0003,Event,,
0x823bca38,640,0x78,0x1f0001,Mutant,,
0x8239ed28,640,0x7c,0x1f0001,Mutant,,
0x825360e0,640,0x80,0x1f0003,Event,,
0x81fd8450,640,0x84,0x1f0001,Mutant,,
0x8241ea30,640,0x88,0x1f0003,Event,,
0x8241e418,640,0x8c,0x1f0003,Event,,
0xe18e1360,640,0x90,0x20f003f,Key,MACHINE\SOFTWARE\CLASSES,
0x823f05a0,640,0x94,0x1f0003,Event,WinlogonTSSynchronizeEvent,
0x820b6f28,640,0x98,0x12019f,File,\Device\NamedPipe\TerminalServer\AutoReconnect,
0x82483d08,640,0x9c,0x1f0003,Event,TS-WPAAE,
0x8241e100,640,0xa0,0x1f0003,Event,,
0x825096f0,640,0xa4,0x1f0003,Event,,
0x8238d038,640,0xa8,0xf037f,WindowStation,WinSta0,
0x824ad618,640,0xac,0xf01ff,Desktop,Winlogon,
0x8238d038,640,0xb0,0xf037f,WindowStation,WinSta0,
0x823379c8,640,0xb4,0xf01ff,Desktop,Disconnect,
0x8243d3a0,640,0xb8,0xf01ff,Desktop,Default,
0x820b1700,640,0xbc,0x1f0001,Mutant,SingleSesMutex,
0x821fa7c8,640,0xc0,0x1f0003,Event,ReconEvent,
0x8217d128,640,0xc4,0x1f03ff,Thread,TID 644 PID 640,
0x824a3570,640,0xc8,0x1f0001,Mutant,winlogon: Logon UserProfileMapping Mutex,
0x824013f0,640,0xcc,0x1f0003,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},
0x82338300,640,0xd0,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0xe166ce40,640,0xd4,0x20f003f,Key,USER\.DEFAULT,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x821f6220,640,0xd8,0x1f0003,Event,,
0xe16e4a90,640,0xdc,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0xe16a1c88,640,0xe0,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,ETERS\PROTOCOL_CATALOG9
0x81f7d158,640,0xe4,0x1f0003,Event,NetworkProviderLoad,ETERS\NAMESPACE_CATALOG5
0x823f70c0,640,0xe8,0x1f0003,Event,,
0xe18e5138,640,0xec,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x82328028,640,0xf0,0x100001,File,\Device\KsecDD,\WINLOGON\NOTIFY\CRYPT32CHAIN
0xe1644eb0,640,0xf4,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x8238b770,640,0xf8,0x1f0003,Event,jjCSCSharedFillEvent_UM_KM,\WINLOGON\NOTIFY\CRYPTNET
0x82389330,640,0xfc,0x1f0003,Event,,
0x81f8eea8,640,0x100,0x1f0001,Mutant,,
0xe1981810,640,0x104,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0xe19b6140,640,0x108,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,\DRIVERS32
0x821f0138,640,0x10c,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32,\WINLOGON\NOTIFY\SCLGNTFY
0x81f89980,640,0x110,0x1f03ff,Thread,TID 1344 PID 640,
0xe1984ea0,640,0x114,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0xe16a1650,640,0x118,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,\WINLOGON\NOTIFY\TPSVC
0xe1eccae8,640,0x11c,0xf01ff,Token,,\WINLOGON\NOTIFY\VMUPGRADEATSHUTDOWN
0x825107a0,640,0x120,0x100000,Event,userenv: Machine Group Policy has been applied,
0xe16d8990,640,0x124,0x1f0001,Port,sclogonrpc,
0xe170b4f8,640,0x128,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA,
0x8207dd88,640,0x130,0x1f0003,Event,,
0x82439170,640,0x134,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0x81fcb198,640,0x138,0x1f0003,Event,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x8240b798,640,0x13c,0x1f0003,Event,,
0x82201770,640,0x140,0x1f0003,Event,,
0x8217d128,640,0x144,0x1f03ff,Thread,TID 644 PID 640,
0xe16e8d40,640,0x148,0x1f0001,Port,IUserProfile,
0x82533b50,640,0x14c,0x1f0003,Event,,
